Review,date,Location,cleaned_review,Sentiment Score,Sentiment Label
"This is a motel. Not at all the Wyndham we are used to! The floors were covered in sand, the beds were not clean and also had gritty stuff in between the sheets. The blinds don’t block out the light so you have car headlights coming in the window all night long. The motel is close to dining and bars, which is great other than the fact there are patrons outside LOUD and banging on the floors and up and down the stairs after 3am. I didn’t want to bathe my kids in the bath tub/shower, and that’s saying a lot after a whole day at Disney. The AC wouldn’t go lower than 75 and was struggling with even that temp even after midnight. We will not be visiting this hotel again, EVER. Spend the extra $25 and go to another hotel on I Drive to get a clean room.      ",09/09/2018,,motel wyndham use floor cover sand bed clean also gritti stuff sheet blind ’ block light car headlight come window night long motel close dine bar great fact patron outsid loud bang floor stair 3am ’ want bath kid bath tubshow ’ say lot whole day disney ac ’ go lower 75 struggl even temp even midnight visit hotel ever spend extra 25 go anoth hotel drive get clean room,0.4588,Positive
"My fiancee and I have stayed at several high quality hotels and this one is definitely in our top 3 over the years! We will definitely return here the next time we're in Orlando. The one issue that we had was resolved to our satisfaction and over and beyond. The location is great, the staff is great, the amenities were great, and much more. We were completely satisfied!      ",08/09/2018,"Carson, CA",fiance stay sever high qualiti hotel one definit top 3 year definit return next time orlando one issu resolv satisfact beyond locat great staff great amen great much complet satisfi,0.9337,Positive
"Got us through the nights, but will not be staying here again. Not what they advertise, staff was great.      ",08/09/2018,"Phoenix,AZ",got us night stay advertis staff great,0.6249,Positive
Rooms are smaller than they look. Very outdated. Watch all the fees.      ,08/09/2018,New York,room smaller look outdat watch fee,0.0,Neutral
The resort charge was ridiculous. The hotel offered nothing unusual. To pay almost $30 per person was highway robbery. The resort charge was ridiculous. The hotel offered nothing unusual. To pay almost $30 per person was highway robbery.       ,08/09/2018,,resort charg ridicul hotel offer noth unusu pay almost 30 per person highway robberi resort charg ridicul hotel offer noth unusu pay almost 30 per person highway robberi,-0.2023,Negative
"Nice location, good restaurant, easy freeway access      ",08/09/2018,,nice locat good restaur easi freeway access,0.7096,Positive
It had its own Californian style and well maintained.      ,08/09/2018,Calgary,californian style well maintain,0.2732,Positive
The price per night was very good. House keeping was inconsistent - some days we got hand towels and face cloths and some days we had to go to the desk to get them.      ,08/09/2018,Maine,price per night good hous keep inconsist day got hand towel face cloth day go desk get,0.7269,Positive
"Hotel is a pleasant walk to Disneyland, has its own cafe with the best coffee, pool, gym, laundry everything is there we had a very pleasant stay and the staff are very friendly and welcoming.      ",08/09/2018,"Melbourne, Australia.",hotel pleasant walk disneyland cafe best coffe pool gym laundri everyth pleasant stay staff friendli welcom,0.8957,Positive
Location was great. Staff were professional.room was clean      ,08/09/2018,,locat great staff professionalroom clean,0.7783,Positive
"Nice hotel. Decent shape, clean, lots of parking spaces.      ",08/09/2018,"San Francisco, CA",nice hotel decent shape clean lot park space,0.6705,Positive
"Dirty stained chairs, dirty pools, and rude management! I won’t be staying there ever again!      ",08/09/2018,,dirti stain chair dirti pool rude manag ’ stay ever,-0.4588,Negative
"If I hadn’t prepaid I would have turned around and left before ever checking in. Old, rundown exterior in a questionable neighborhood. I wouldn’t recommend it.      ",07/09/2018,,’ prepaid would turn around left ever check old rundown exterior question neighborhood ’ recommend,0.3612,Positive
"Nice furnishings; wifi was much better than typical hotel. Ok location. However, poor noise and light isolation.  Motion-sensor lights in the sink and toilet area sounded like a good idea, but terrible in practice - it's impossible to get up and go to the bathroom without turning on the lights and waking your spouse. Nice to have HDMI patch to the TV. The fridge in our room came pre-loaded with discarded food from the previous tenant.      ",07/09/2018,,nice furnish wifi much better typic hotel ok locat howev poor nois light isol motionsensor light sink toilet area sound like good idea terribl practic imposs get go bathroom without turn light wake spous nice hdmi patch tv fridg room came preload discard food previou tenant,0.875,Positive
"Just returned from New York last week.   Arrived late, smooth, hassle free check in. Very warm, welcome.  Came to the bedroom, opened the curtains and there it was. One of the most fantastic views you can wish for, when you celebrating your Anniversary and a Birthday together.  34th floor, almost all iconic buildings in front of you.   Great,central location.   Very powerful shower, room cleaned daily to the high standards.   I would recommend to anybody.       ",07/09/2018,NYC,return new york last week arriv late smooth hassl free check warm welcom came bedroom open curtain one fantast view wish celebr anniversari birthday togeth 34th floor almost icon build front greatcentr locat power shower room clean daili high standard would recommend anybodi,0.9022,Positive
"If you are thinking about getting the ""Breakfast Included"" option for this hotel- don't. They only provided fruit that wasn't even that fresh and a pastry. I was expecting better considering I payed and extra $10 for each person to get breakfast. If I hadn't gotten the ""Breakfast Included"" option, I could have gotten the continental breakfast for $12 which wouldn't have been half bad. Housekeeping was okay. The front desk was helpful in providing more toiletries and the room was okay. Wished it had better lighting and that the beds were actually queens and not fulls. It was a decent place to lay our heads at the end of the day. Liked that it was right next to two highways: to San Francisco and LA.      ",07/09/2018,,think get breakfast includ option hotel dont provid fruit wasnt even fresh pastri expect better consid pay extra 10 person get breakfast hadnt gotten breakfast includ option could gotten continent breakfast 12 wouldnt half bad housekeep okay front desk help provid toiletri room okay wish better light bed actual queen full decent place lay head end day like right next two highway san francisco la,0.9431,Positive
